"ALDEIA,C,100","SUCO,C,80","P_ADMIN,C,50","NewAldCode,C,254","NewSucoCod,C,254","NewPostAdC,C,254","NewMunCode,C,254"
Lequiuala,Afaloicai,Uatucarbau,14040104,140401,1404,14
Cai Uailita,Afaloicai,Uatucarbau,14040101,140401,1404,14
Lacuhu,Afaloicai,Uatucarbau,14040103,140401,1404,14
Bualale,Loi Ulo,Uatucarbau,14040502,140405,1404,14
Liabuta,Loi Ulo,Uatucarbau,14040505,140405,1404,14
Deni-Hare,Loi Ulo,Uatucarbau,14040503,140405,1404,14
Lau-Aba,Loi Ulo,Uatucarbau,14040504,140405,1404,14
Cao Oli Ho'o,Irabin De Cima,Uatucarbau,14040402,140404,1404,14
Tetumori,Irabin De Cima,Uatucarbau,14040404,140404,1404,14
Mar Rae,Irabin De Cima,Uatucarbau,14040403,140404,1404,14
Caida Ho'o,Irabin De Cima,Uatucarbau,14040401,140404,1404,14
Uatubita,Irabin De Cima,Uatucarbau,14040405,140404,1404,14
Beturia,Irabin De Baixo,Uatucarbau,14040301,140403,1404,14
Uatodere,Irabin De Baixo,Uatucarbau,14040307,140403,1404,14
Macausa,Irabin De Baixo,Uatucarbau,14040304,140403,1404,14
Taradai,Irabin De Baixo,Uatucarbau,14040305,140403,1404,14
Taradiga,Irabin De Baixo,Uatucarbau,14040306,140403,1404,14
Lacoloro Ho'o,Irabin De Baixo,Uatucarbau,14040302,140403,1404,14
Macaqui,Irabin De Baixo,Uatucarbau,14040303,140403,1404,14
Osso-Mali,Uani Uma,Uatucarbau,14040603,140406,1404,14
Uatoliloli,Uani Uma,Uatucarbau,14040604,140406,1404,14
Alaoli,Uani Uma,Uatucarbau,14040601,140406,1404,14
Udu,Uani Uma,Uatucarbau,14040605,140406,1404,14
Has Abut,Caraubalo,Viqueque,14050302,140503,1405,14
Tutcui,Uma Uain Leten,Viqueque,14051007,140510,1405,14
Macalico,Uma Uain Leten,Viqueque,14051005,140510,1405,14
Cailoibere,Uma Uain Leten,Viqueque,14051003,140510,1405,14
Retica,Uma Uain Leten,Viqueque,14051006,140510,1405,14
Baria,Uma Uain Leten,Viqueque,14051002,140510,1405,14
Ucalale,Uma Uain Leten,Viqueque,14051008,140510,1405,14
Bahauai,Uma Uain Leten,Viqueque,14051001,140510,1405,14
Lialura,Uma Uain Leten,Viqueque,14051004,140510,1405,14
Fahi Berec,Uma Uain Craic,Viqueque,14050904,140509,1405,14
Duducai,Uma Uain Craic,Viqueque,14050903,140509,1405,14
Bosabein,Uma Uain Craic,Viqueque,14050901,140509,1405,14
Naeboruc,Uma Uain Craic,Viqueque,14050908,140509,1405,14
Fatuhadan,Uma Uain Craic,Viqueque,14050905,140509,1405,14
Wessa,Caraubalo,Viqueque,14050307,140503,1405,14
Halderai,Uma Uain Craic,Viqueque,14050906,140509,1405,14
Uhacae,Uma Uain Craic,Viqueque,14050909,140509,1405,14
Loho,Uma Uain Craic,Viqueque,14050907,140509,1405,14
Caibira Oan,Caraubalo,Viqueque,14050301,140503,1405,14
Siralari,Caraubalo,Viqueque,14050306,140503,1405,14
Mamulac,Caraubalo,Viqueque,14050304,140503,1405,14
Lamaclaran,Caraubalo,Viqueque,14050303,140503,1405,14
Manehat,Caraubalo,Viqueque,14050305,140503,1405,14
Cailoi,Uma Uain Craic,Viqueque,14050902,140509,1405,14
Buibela,Afaloicai,Baguia,04010101,040101,0401,04
Rai Laa,Uaitame,Uato-Lari,14030503,140305,1403,14
Uma Qui Ic,Uaitame,Uato-Lari,14030505,140305,1403,14
Macadique,Uaitame,Uato-Lari,14030502,140305,1403,14
Sana,Uaitame,Uato-Lari,14030504,140305,1403,14
Fohomano,Uaitame,Uato-Lari,14030501,140305,1403,14
Uatuleso,Uai-Mori,Viqueque,14050704,140507,1405,14
Lacouai,Bibileo,Viqueque,14050206,140502,1405,14
Aisahe,Bibileo,Viqueque,14050201,140502,1405,14
Hareoan,Bibileo,Viqueque,14050205,140502,1405,14
Fatuhosa,Bibileo,Viqueque,14050204,140502,1405,14
Mane Claran,Bibileo,Viqueque,14050207,140502,1405,14
Webae,Bibileo,Viqueque,14050208,140502,1405,14
Amarleza,Bibileo,Viqueque,14050202,140502,1405,14
Uaimare,Bahatata,Uatucarbau,14040204,140402,1404,14
Zobete,Fatuleto,Zumalai,06070105,060701,0607,06
Lailima,Cassa,Ainaro,02010203,020102,0201,02
Mania,Atara,Atsabe,08010105,080101,0801,08
Batubala,Atara,Atsabe,08010102,080101,0801,08
Dadubere,Atara,Atsabe,08010103,080101,0801,08
Tapoabe,Atara,Atsabe,08010106,080101,0801,08
Malimea / Uabe,Atara,Atsabe,08010104,080101,0801,08
Airae,Atara,Atsabe,08010101,080101,0801,08
Tidibessi,Lisapat,Hatulia B,08040306,080403,0804,08
Naumanaro,Lisapat,Hatulia B,08040304,080403,0804,08
Gaelema,Lisapat,Hatulia B,08040301,080403,0804,08
Peregrinacao,Fatubessi,Hatulia B,08040104,080401,0804,08
Fatubolo,Fatubolo,Hatulia B,08040203,080402,0804,08
Raimean,Urahou,Hatulia B,08040506,080405,0804,08
Aitemua,Fatubolo,Hatulia B,08040201,080402,0804,08
Poerema,Fatubolo,Hatulia B,08040204,080402,0804,08
Apirado,Fatubolo,Hatulia B,08040202,080402,0804,08
Sabsoi,Fatubessi,Hatulia B,08040105,080401,0804,08
Matanoba,Fatubessi,Hatulia B,08040103,080401,0804,08
Lebumeo,Fatubessi,Hatulia B,08040102,080401,0804,08
Assulau Hautete,Fatubessi,Hatulia B,08040101,080401,0804,08
Sao Francisco,Fatubessi,Hatulia B,08040106,080401,0804,08
Caisoru,Mau-Ubo,Hatulia B,08040402,080404,0804,08
Arleu,Mau-Ubo,Hatulia B,08040401,080404,0804,08
Leburema,Mau-Ubo,Hatulia B,08040404,080404,0804,08
Hatlailete,Urahou,Hatulia B,08040503,080405,0804,08
Laulema,Urahou,Hatulia B,08040504,080405,0804,08
Dosmagar,Urahou,Hatulia B,08040502,080405,0804,08
Manuhatu,Urahou,Hatulia B,08040505,080405,0804,08
Caiturloa,Urahou,Hatulia B,08040501,080405,0804,08
Grotu,Mau-Ubo,Hatulia B,08040403,080404,0804,08
Hatupae,Lisapat,Hatulia B,08040302,080403,0804,08
Tataeulo,Lisapat,Hatulia B,08040305,080403,0804,08
Lauraehou,Lisapat,Hatulia B,08040303,080403,0804,08
