provider,provider_code,provider_name,provider_post,provider_mun,canonical_pcode,canonical_name,subdstcode,distcode,distname,subdistrct,region,status,score,note
intl2024,140507,Uai-Mori,Viqueque,Viqueque,130406,Uai-Mori,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140503,Caraubalo,Viqueque,Viqueque,130407,Caraubalo,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140510,Uma Uain Leten,Viqueque,Viqueque,130408,Uma Uain Leten,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140506,Maluru,Viqueque,Viqueque,130409,Maluru,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140505,Luca,Viqueque,Viqueque,130410,Luca,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140103,Laline,Lacluta,Viqueque,130501,Laline,1305,13,Viqueque,Lacluta,1,matched,1.00,
intl2024,140104,Uma Tolu,Lacluta,Viqueque,130502,Uma Tolu,1305,13,Viqueque,Lacluta,1,matched,1.00,
intl2024,140101,Ahic,Lacluta,Viqueque,130503,Ahic,1305,13,Viqueque,Lacluta,1,matched,1.00,
intl2024,140102,Dilor,Lacluta,Viqueque,130504,Dilor,1305,13,Viqueque,Lacluta,1,matched,1.00,
intl2024,030105,Vila Maumeta,Atauro,Atauro,60401,Atauro Vila/Maumeta,604,14,Atauro,Atauro,3,matched,0.79,
intl2024,030104,Maquili,Atauro,Atauro,60402,Maquili,604,14,Atauro,Atauro,3,matched,1.00,
intl2024,030101,Beloi,Atauro,Atauro,60403,Beloi,604,14,Atauro,Atauro,3,matched,1.00,
intl2024,030103,Macadade,Atauro,Atauro,60404,Macadade,604,14,Atauro,Atauro,3,matched,1.00,
intl2024,030102,Biqueli,Atauro,Atauro,60405,Biceli,604,14,Atauro,Atauro,3,matched,1.00,
